,Template,Frequency,Class
167,[C:1]=[O:3].[C:2]=[O:4]>>[c:1]:[c:2].[O:3]=[Cr](=[O:4])=[O]_0000_0000_0000,1,168
168,[O:2].[c:3]:[n:1]:[c:4]:[c:5]>>[N:1].C-[O:2].O=[C:3].O=[C:4]-[C:5]_4-1001_10000_00000,1,169
169,[O:1].[c:2]-[C:3]>>C-[O:1].Cl-[c:2].[C:3]-[Na]_-100_000_000,1,170
170,[N:3].[c:1]-[I:2]>>N-[c:1].[I:2]-[K].C-C(-C)(-C)-O-C(=O)-[N:3]_00-1_000_000,1,171
171,[C:1]-[O:2]>>F-[C:1].Cl-C(-F)(-F)-[O:2]_00_00_00,1,172
172,[O:3].[n:1]-[O:2]>>[n:1].O-[O:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_01-1_-110_000,1,173
173,[O:1]-[S:2]>>[O:1].C-C1(-C)-O-c2:c:c:c:c:c:2-C(-n2:c:c:c(-C-C-C-O-[S:2]):c:c:2=O)=C-1-C#N_10_00_00,1,174
174,[c:1]:[c:2]:[c:3]:[c:4]>>Br-[C:1]-[C:2]-[C:3]=[C:4]_0100_0000_0000,1,175
175,[c:3]1:[n:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-C-O-[C:3]=[N:4]-[C:5]=O_12000_00000_00000,1,176
176,[O:1]-[C:2]-[C:3]-[O:4]>>[N:1]-[C:2]-[C:3]-[N:4]_1001_0000_0200,1,177
177,[n:2].[n:3].[N:1]-[C:4]>>[N:1].[n:2].[n:3].O-[C:4]_1110_0110_0000,1,178
178,[C:2]-[C:3]-[C:4]-[C:5]=[O:1]>>[O:1].[C:2]=[C:3].[C:4]=[C:5]-N1-C-C-C-C-1_2-1000_00000_00000,1,179
179,[O:1].[c:2]-[C:3]>>C-[O:1].Cl-[c:2].Cl-[C:3]_-100_000_000,1,180
180,[n:3].[S:1]-[C:2]>>[S:1].I-[C:2].C-c1:c:c:c(-S(=O)(=O)-[n:3]):c:c:1_10-1_000_000,1,181
181,[O:1]-[c:2]>>[O:1].[c:2]-[Bi](-[c]1:c:c:c:c(-C2-O-C-C-O-2):c:1)-[c]1:c:c:c:c(-C2-O-C-C-O-2):c:1_10_00_00,1,182
182,[O:3].[c:1]-[C:2]>>Br-[c:1].[Br]-[Zn]-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_00-1_000_000,1,183
183,[O:1]-[C:2]>>[O:1].O=C1-C-[C@H](-O-[C:2])-C(=O)-N-1-C-c1:c:c:c:c:c:1_10_00_00,1,184
184,[N:2].[O:4]-[B:3](-[O:5])-[c:1]>>Br-[c:1].C-O-c1:c:c:c(-C-[N:2]):c(-O-C):c:1.C-C1(-C)-O-B(-[B:3]2-[O:4]-C(-C)(-C)-C(-C)(-C)-[O:5]-2)-O-C-1(-C)-C_0-10-1-1_00000_00000,1,185
185,[O:4].[O:3].[O:5].[O:1]-[C:2]>>[O:1].[C:2]-[O:3].C-C(-C)(-[O:4])-[O:5]_10-1-1-1_00000_00000,1,186
186,[N:1]-[C:2]>>[N:1].[C:2]-N-c1:c:c:c(-c2:[nH]:n:n:n:2):c:c:1_10_00_00,1,187
187,[O:3].[C:1]-[c:2]>>Br-[C:1].Br-[c:2].C-C-[O:3]_00-1_000_000,1,188
188,[N:4].[O:3].[N:1]-[C:2]>>[N:1].O-[C:2].C-C(-C)(-C)-[O:3].C-O-c1:c:c:c(-C-[N:4]-C-c2:c:c:c(-O-C):c:c:2):c:c:1_10-1-2_0000_0000,1,189
189,[N:2]-[c:3]1:[n:6]:[c:5]:[c:1]:[s:4]:1>>Br-[C:1].[N:2]=[C:3]=[S:4].C-C-N(-C-C)-[C:5]=[N:6]_2-10001_000000_000000,1,190
190,[N:1]-[C:2]>>[N:1].C=C(-C-O-c1:c(-Cl):c:c:c:c:1-N-[C:2])-C(-O)=O_10_00_00,1,191
191,[O:2].[O:1]-[C:3]>>[O:1].C-C(-C)(-C)-[Si](-C)(-C)-[O:2].Cl-[C:3]-C(=O)-[O]-[Na]_1-1-1_000_000,1,192
192,[O:3].[O:4].[c:1]-[C:2]>>Br-[c:1].C-O-N(-C)-[C:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_00-1-1_0000_0000,1,193
193,[O:3].[N:4].[N:1]=[C:2]>>[N:1].O=[C:2].C-C(-C)(-C)-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4]_20-1-1_0000_0000,1,194
194,[Br:1]-[C:2]>>[Br:1].O-[C:2]_00_-10_01,1,195
195,[O:3].[C:1]-[O:2].[O:4]=[C:5]>>[C:1]=[O:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3].C1-C-[O:4]-[C:5]-O-1_-1-1-100_00000_00000,1,196
196,[N:1]-[C:2]>>[N:1].O=C(-C-N-[C:2])-O-C-c1:c:c:c:c:c:1_10_00_00,1,197
197,[O:1].[c:2]1:[n:3]:[n:6]:[n:5]:[n:4]:1>>C-[O:1].[C:2]#[N:3].C-[Si](-C)(-C)-[N:4]=[N:5]=[N:6]_-100-100_00001-1_000000,1,198
198,[n:1].[c:2]1:[n:3]:[n:4]:[n:5]:[n:6]:1>>[n:1].[C:2]#[N:3].[N:4]=[N:5]=[N:6]-[Na]_100-100_100-110_000000,1,199
199,[O:4].[N:2].[N:3].[N:1]-[C:5]>>[N:1].[N:2].[N:3].C-[O:4].O-[C:5]_111-10_01100_00000,1,200
200,[O:1]-[c:2]>>[O:1].Br-c1:c:c:c(-S(=O)(=O)-O-[c:2]):c:c:1_10_00_00,1,201
201,[O:3].[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2].C-C(=O)-[O:3]_00-1_000_000,1,202
202,[O:1].[C:2]-[c:3]>>C-[O:1].[Br]-[Zn]-[C:2].F-C(-F)(-F)-S(=O)(=O)-O-[c:3]_-100_000_000,1,203
203,[C:1]=[C:2]>>O-C(=O)-C=[C:1].C-C(-C)-c1:c:c:c(-C=[C:2]):c:c:1_00_00_00,1,204
204,[C:1]-[N:2]>>C-N(-C)-[C:1].C-C(-C)(-C)-S(=O)-[N:2]_00_00_00,1,205
205,[C:4].[N:1]-[C:2]-[C:3]>>[N:1].O=[C:2].C-[Si](-C)(-C)-[C:3].C-[Si](-C)(-C)-[C:4]_100-1_0000_0000,1,206
206,[N:6].[c:5]1:[c:4]:[c:3]:[n:1]:[n:2]:1>>[N:1]-[N:2].O=[C:3]-[C:4]#[C:5].C-C(-C)(-C)-O-C(=O)-[N:6]-C(=O)-O-C(-C)(-C)-C_210-10-2_000000_000000,1,207
207,[c:1]-[O:2]>>Cl-[c:1].C-C-O-C(=O)-N-C-C-c1:c:c:c(-[O:2]):c:c:1_00_00_00,1,208
208,[O:3].[N:4].[N:2]-[C:5]-[O:1]>>[O:1].[N:2].C-C(-C)(-C)-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4].[C:5](-n1:c:c:n:c:1)-n1:c:c:n:c:1_11-1-10_00000_00000,1,209
209,[N:4].[c:2]:[n:1]:[c:3]>>[N:1].[c:2]:o:[c:3].O=C(-[N:4])-O-C-C1-c2:c:c:c:c:c:2-c2:c:c:c:c:c:2-1_200-1_0000_0000,1,210
210,[c:1]-[F:2]>>[c:1].F-C(-F)(-F)-S(=O)(=O)-N(-[F:2])-S(=O)(=O)-C(-F)(-F)-F_10_00_00,1,211
211,[O:3].[C:1]-[O:2]>>[C:1].[Na]-[O:2]-[Cl+]-[O-].F-C(-F)(-F)-S(=O)(=O)-[O:3]_1-1-1_000_000,1,212
212,[O:3].[O:1]-[C:4]-[O:2]>>[O:1].[O:2].C-O-C-[O:3].O=[C:4]_11-10_0000_0000,1,213
213,[O:1]-[C:2]>>[O:1].Br-C-C-O-C-C-O-[C:2]_10_00_00,1,214
214,[N:1]-[C:2]>>[N:1].C-N-C-C-O-[C:2]_10_00_00,1,215
215,[O:1]-[C:2]>>[O:1].O=C(-C-O-[C:2])-c1:c:c:c(-C(=O)-O-C-C-N-c2:c:c:c:c:c:2):c:c:1_10_00_00,1,216
216,[N:6].[C:1]1-[C:2]-[N:3]=[N:4]-[N:5]-1>>[C:1]=[C:2].[N:3]=[N:4]=[N:5].[N:6]-C-c1:c:c:c:c:c:1_00000-1_00-1100_000000,1,217
217,[N:2].[n:1]:[c:3]:[n:4]>>[N:1].O=C-[N:2].O=[C:3]-[N:4]_1-101_0000_0000,1,218
218,[O:1]-[C:2]>>[O:1].C-O-C(=O)-C-C-O-[C:2]_10_00_00,1,219
219,[n:3].[N:2].[c:1]-[c:4]>>O-B(-O)-[c:1].C-C(-C)(-C)-O-C(=O)-[N:2].C-C(-C)-[Si](-[n:3])(-C(-C)-C)-C(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:4]_0-1-10_0000_0000,1,220
220,[C:1]-[c:2]>>[Br]-[Mg]-[C:1].C-N(-C)-[c:2]_00_00_00,1,221
221,[C:1]-[N:2]>>[C:1].[K]-[O]-[N:2]_10_00_00,1,222
222,[c:1]-[N:2]>>[c:1].[K]-[N:2]_10_00_00,1,223
223,[O:2].[N:1]-[C:4](=[O:5])-[c:3]>>[N:1].C-[O:2].I-[c:3].[C:4]#[O:5]_1-1000_000-11_00000,1,224
224,[O:3].[n:1]:[n:4]:[n:2]>>[N:1].[N:2].C-C-[O:3].O=[N:4]-[O]-[Na]_12-10_0000_0000,1,225
225,[C:1]-[Br:2].[O:3]=[C:4]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2].C1-C-[O:3]-[C:4]-O-1_0000_0000_0000,1,226
226,[N:4].[c:2]:[n:1]:[c:3]>>[N:1].[c:2]:o:[c:3].[N:4]-C-c1:c:c:c:c:c:1_200-1_0000_0000,1,227
227,[n:3].[O:1]-[c:2]>>[O:1].I-[c:2].[n:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,1,228
228,[n:3].[C:1]-[c:2]>>[C:1].I-[c:2].C-C(-C)(-C)-O-C(=O)-[n:3]_10-1_000_000,1,229
229,[Br:1]-[c:2]>>[Br:1].[NH3+]-[c:2]_10_00_00,1,230
230,[O:2].[N:4].[C:1]-[N:3]>>C-S-[C:1].C-C(-C)(-C)-[O:2].C-C(-C)(-C)-O-C(=O)-[N:3].O=C(-[N:4])-O-C-c1:c:c:c:c:c:1_0-10-1_0000_0000,1,231
231,[O:3].[N:5].[N:4].[N:1]-[C:2]>>[N:1].O-[C:2].[O:3]-C-c1:c:c:c:c:c:1.O=C(-[N:4])-O-C-c1:c:c:c:c:c:1.C-c1:c:c:c(-S(=O)(=O)-[N:5]):c:c:1_10-1-1-1_00000_00000,1,232
232,[O:1]-[C:2]>>[O:1].O=C(-N-C-C-O-[C:2])-c1:c:c:c:n:c:1_10_00_00,1,233
233,[O:3].[S:1]-[c:2]>>[S:1].I-[c:2].C-C-[O:3]_10-1_000_000,1,234
234,[O:4].[O:3].[N:1]-[C:2]>>[N:1].O-[C:2].C-[O:3].C-C-[O:4]_10-1-1_0000_0000,1,235
235,[N:1]-[C:2]>>[N:1].N-c1:n:n:c(-c2:c:c:c:c:c:2-O):c:c:1-O-C1-C-C-C-N(-c2:c:c:c(-N3-C-C-N(-[C:2])-C-C-3):c:c:2)-C-1_10_00_00,1,236
236,[N:2].[c:1]-[c:3]>>Br-[c:1].C-C(-C)(-C)-[S@@](=O)-[N:2].C-C-C-[CH2]-[Sn](-[c:3])(-[CH2]-C-C-C)-[CH2]-C-C-C_0-10_000_000,1,237
237,[O:3].[C:1]-[N:2]>>O-[C:1].C-[Si](-C)(-C)-[N:2].C-C(-C)(-C)-[Si](-C)(-C)-[O:3]_00-1_000_000,1,238
238,[C:4]=[C:5]/[C:6]-[C:2]-[C:1]=[O:3]>>C-C-O-[C:1](-[C:2])-O-C-C.[O:3]-[C:4]=[C:5]_011000_000000_000100,1,239
239,[O:1].[c:2]1:[n:3]:[c:4]:[n:5]:[n:6]:1>>C-[O:1].[C:2]#[N:3].O=[C:4]-[N:5]-[N:6]_-10-1012_000000_000000,1,240
240,[C:2]-[N:1]-[C:3]>>[N:1].C-C(-C)(-C)-O-C(=O)-O-[C:2].C-c1:c:c:c(-S(=O)(=O)-O-[C:3]):c:c:1_200_000_002,1,241
241,[C:1]-[Sn:2]>>Br-[C:1].C-C-C-[CH2]-[Sn](-[Sn:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,1,242
242,[O:3].[N:1]-[C:2]>>[N:1].I-[C:2].C=C-C-[O:3]_10-1_000_000,1,243
243,[C:5]-[C:4]=[C:3]-[C:2]=[C:1]>>[C:1]-[C:2]=[C:3]-[C:4]=[C:5]_1000-1_00000_20000,1,244
244,[c:1]1:[n:2]:[n:5]:[n:4]:[n:3]:1>>Cl-[c:1]:[n:2].C-[Si](-C)(-C)-[N:3]=[N:4]=[N:5]_00000_0001-1_00000,1,245
245,[N:1]-[C:2]>>[N:1].Cl-c1:c:c:c(-S(=O)(=O)-O-[C:2]):c:c:1_10_00_00,1,246
246,[O:5].[O:4]=[C:3](-[O:1])-[c:2]>>[O:1].Cl-[c:2].[C:3]#[O:4].C-O-c1:c:c:c(-C-[O:5]):c:c:1_1000-1_00-110_00000,1,247
247,[n:3].[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.O=S(=O)(-[n:3])-c1:c:c:c:c:c:1_00-1_000_000,1,248
248,[C:1]-[S:2]>>Br-[C:1].[S:2]-C1=N-C-C-C-N-1_00_00_00,1,249
249,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-C(=O)-N1-C-C-[C@@H](-N-[C:2])-C-1_10_00_00,1,250
250,[N:3].[C:1]-[C:2]>>[C:1].I-[C:2].C-[Si](-C)(-C)-[N:3]_10-1_000_000,1,251
251,[O:5].[N:1]-[c:2].[N:3]-[c:4]>>[Cl:1]-[c:2].[Cl:3]-[c:4].C-C(=O)-[O:5]_-20-20-1_00000_00000,1,252
252,[c:1]-[O:2]>>F-[c:1].Br-c1:c:c(-[O:2]):c:c:c:1-C=O_00_00_00,1,253
253,[N:2].[c:1]-[c:3]>>Br-[c:1].C-C(-C)(-C)-S(=O)-[N:2].C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_0-10_000_000,1,254
254,[N:1]=[c:2]>>[N:1].Br-[c:2]:[n:3]_20-1_000_000,1,255
255,[O:3].[O:1]=[C:2]>>[O:1].C-O-C(=O)-C1=C-O-[C@@H](-O-[C:2]-[O:3])-[C@H]2-C(-C-O)=C-C-[C@H]-1-2_20-1_000_010,1,256
256,[O:1].[C:2]-[N:3]>>C-[O:1].C-C(-C)(-C)-O-C(=O)-O-[C:2].[N:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_-100_000_000,1,257
257,[c:5]1:[n:4]:[c:3]:[c:1]:[o:2]:1>>Cl-[C:1]=[O:2].[C:3]-[N:4]#[C:5]_0020-1_0001-1_00000,1,258
258,[O:3].[n:1]-[C:2]>>[n:1].Br-[C:2].C-C(-C)(-C)-[Si](-[O:3])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_10-1_000_000,1,259
259,[C:1]-[C:3]-[C:2]>>Br-[C:1].Br-[C:2].C-C-O-C(=O)-[C:3]_001_000_000,1,260
260,[n:3].[c:1]-[C:2]>>Br-[c:1].N#[C]-[Zn]-[C:2].[n:3]-C1-C-C-C-C-O-1_00-1_000_000,1,261
261,[c:1]-[S:2]>>I-[c:1].N#C-[S:2]_00_00_00,1,262
262,[N:3].[C:1]-[C:2]>>[C:1]#[C:2].C-[Si](-C)(-C)-C-C-O-C-[N:3]_-2-2-1_000_000,1,263
263,[O:2].[O:4].[c:1]-[c:3]>>Br-[c:1].C-C-[O:2].O-B(-O)-[c:3].C-C(=O)-[O:4]_0-10-1_0000_0000,1,264
264,[O:1]-[C:2]>>[O:1].C-C1(-C)-C-C(-C-N2-C-C-N(-C-C(=O)-N3-C-C-N(-C(=O)-c4:c:c(-C-c5:n:[nH]:c(=O):c6:c:c:c:c:c:5:6):c:c:c:4-F)-C-C-3)-C-C-2)-C-C-N-1-[C:2]_10_00_00,1,265
265,[C:5].[N:4].[O:3].[O:1]-[c:2]>>[O:1].F-[c:2].C-O-C-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4].C-C(-C)-[Si](-[C:5])(-C(-C)-C)-C(-C)-C_10-1-1-1_00000_00000,1,266
266,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].C-[Si](-C)(-C)-[C:3]#[C:4]-[C:5]=O_12-1-10_00000_00000,1,267
267,[O:3].[c:1]-[c:2]>>Br-[c:1].Br-[c:2].C-[Si](-C)(-C)-[O:3]_00-1_000_000,1,268
268,[O:3].[c:1]-[c:2]>>Br-[c:1].Cl-[c:2].C-O-c1:c:c:c(-C-[O:3]):c:c:1_00-1_000_000,1,269
269,[n:3].[n:4].[N:1]-[C:2]>>[N:1].Br-[C:2].[n:3]-C1-C-C-C-C-O-1.C-[Si](-C)(-C)-C-C-O-C-[n:4]_10-1-1_0000_0000,1,270
270,[O:2].[S:3]-[C:4]-[c:1]>>[c:1].C-C(=O)-[O:2].O=[S:3]-[C:4]_1-101_0000_0000,1,271
271,[C:1]-[Cl:2]>>[C:1]-S-C-C1-C-C-O-C-C-1.C-C(-C)-C(=O)-O-c1:c:c:c:c:c:1-C-C(=O)-O-C(-[Cl:2])-c1:c:c:c:c:c:1_00_00_00,1,272
272,[C:5].[c:2]:[c:3]:[c:4]:[n:1]>>[N:1].I-[c:2].[C:3]#[C:4].C-C-[Si](-C-C)(-C-C)-[C:5]-[Si](-C-C)(-C-C)-C-C_1000-2_00000_00000,1,273
273,[n:1].[C:2]-[S:3]-[c:4]>>[n:1].I-[C:2].[S:3]=[c:4]_1000_0000_0000,1,274
274,[O:1].[c:2]1:[n:3]:[c:4]:[n:5]:[n:6]:1>>C-C-[O:1].S=[C:2]-[N:3].O=[C:4]-[N:5]-[N:6]_-101012_000000_000000,1,275
275,[O:2].[c:1]-[F:3]>>Br-[c:1].C-[O:2].[F:3]-[K]_0-10_000_000,1,276
276,[C:1]=[N:2]=[N:3]>>[C:1]-[N:2].O=[N:3]-[O]-[K]_120_0-11_100,1,277
277,[O:2].[C:1]-[C:3]>>[C:1].[O:2]-C-c1:c:c:c:c:c:1.O=[N+](-[O-])-c1:c:c:c(-O-[C:3]):c:c:1_1-10_000_000,1,278
278,[N:1]-[C:2]>>[N:1].[C:2]-N-O-c1:c:c:c:c:c:1_10_00_00,1,279
279,[n:3].[N:1]-[c:2]>>[N:1].Cl-[c:2].C-C(-C)-[Si](-[n:3])(-C(-C)-C)-C(-C)-C_10-1_000_000,1,280
280,[c:1]-[C:2]>>[Cl]-[Zn]-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,1,281
281,[N:1]-[S:3]-[N:2]>>[N:1].C-C(-C)(-C)-[N:2]-[S:3]-Cl_1-10_000_000,1,282
282,[O:1].[c:2]-[C:3]>>C-[O:1].I-[c:2].C-C-O-C(=O)-[C:3]_-100_000_000,1,283
283,[O:4].[n:2]:[c:1]=[S:3]>>Cl-[c:1]:[n:2].N-C(-N)=[S:3].O=C(-[O:4])-c1:c:c:c:c:c:1_0-10-1_0000_0000,1,284
284,[N:2].[C:1]-[N:3]>>O-[C:1].O=C-[N:2].O=P(-O-c1:c:c:c:c:c:1)(-O-c1:c:c:c:c:c:1)-[N:3]=[N+]=[N-]_0-1-2_000_000,1,285
285,[N:3].[c:1]-[B:2]>>Cl-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C.C-O-c1:c:c:c(-C-[N:3]):c(-O-C):c:1_00-1_000_000,1,286
286,[O:3].[O:4].[C:1]-[O:2]>>N-[C:1].[Na]-[O:2].C-C-[O:3].C-C-[O:4]_00-1-1_0000_0000,1,287
287,[N:4].[N:5].[O:1]=[P:2]-[S:3]>>N#C-C-C-[O:1]-[P:2]=[S:3].O=C(-[N:4])-c1:c:c:c:c:c:1.O=C(-[N:5])-c1:c:c:c:c:c:1_00-1-1-1_00000_00000,1,288
288,[C:1]-[C:3]-[C:2]-[O:4]>>[C:1]-[C:2]-[C:3]-[O:4]_0000_0000_0020,1,289
289,[s:1]:[n:2]:[c:3]>>C-C(-C)(-C)-[S:1].O/[N:2]=[C:3]_000_000_000,1,290
290,[O:3].[c:1]-[c:2]>>[c:1].Br-[c:2].C-C(=O)-[O:3]_10-1_000_000,1,291
291,[N:6].[O:3].[O:4].[N:5].[n:1]-[C:2]>>[n:1].O-[C:2].C-C(-C)(-[O:3])-[O:4].C-O-c1:c:c:c(-C-[N:5]):c:c:1.C-C(-C)(-C)-O-C(=O)-[N:6]-C(=O)-O-C(-C)(-C)-C_10-1-1-1-2_000000_000000,1,292
292,[O:1].[N:2]-[C:3]-[C:4]>>[O:1]-C-c1:c:c:c:c:c:1.C-C(-C)(-C)-O-C(=O)-[N:2]-[C:3]=[C:4]_-1-1-1-1_0000_0000,1,293
293,[c:1]-[S:3]=[O:2]>>F-[c:1].[O:2]-[S:3]_000_0-10_000,1,294
294,[O:1].[c:2]:[c:3]:[c:4]:[n:5]>>C-C-[O:1].C-C-O-[C:2]-[C:3]-[C:4]=[N:5]_-10100_00000_00000,1,295
295,[c:1]-[C:2]>>C-C-S-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,1,296
296,[O:1]-[C:2]>>[O:1].[C:2]-O-C-c1:c:c:c(-O-C-C-c2:c:c:c:c:c:2):c:c:1_10_00_00,1,297
297,[O:3].[O:1]-[C:2]>>[O:1].F-S(=O)(=O)-[C:2]-C(-O)=O.[O:3]-C-c1:c:c:c:c:c:1_1-1-1_000_000,1,298
298,[O:2].[O:3].[c:1]-[C:4]-[O:5]>>[c:1].C-O-C-[O:2].C-O-C-[O:3].[C:4]=[O:5]_1-1-10-1_00000_00000,1,299
299,[N:1]-[C:2]>>[N:1].O=C(/C=C/C-N1-C-C-O-C-C-1)-O-[C:2]_10_00_00,1,300
300,[N:2]-[C:3]-[C:4]-[O:1]>>[O:1].[N:2].O=[C:3]-[C:4]_11-11_0000_0000,1,301
301,[O:3].[C:1]=[C:2]>>O=[C:1].C-[Si](-C)(-C)-[C:2]-[Mg]-[Cl].C-O-c1:c:c:c(-C-[O:3]):c:c:1_00-1_000_000,1,302
302,[N:1]-[C:2]>>[N:1].C-C(=O)-O-[C:2]-O-C(-C)=O_1-1_00_00,1,303
303,[C:1]-[c:6]1:[c:2]:[n:3]:[n:4]:[c:5]:1>>C-O-[C:1].C-O-[C:2]=O.C-[N:3](-C)-[N:4].O=[C:5]-[C:6]_000103_000000_000000,1,304
304,[O:3].[S:1]-[C:4]-[S:2]>>[S:1].[S:2].C-[O:3].O=[C:4]_11-10_0000_0000,1,305
305,[c:3].[n:2].[C:1]-[O:4]>>[C:1].[O-]-[n:2].C-[Si](-C)(-C)-[c:3].C-C(=O)-O-C(-C)=[O:4]_10-1-1_0100_0000,1,306
306,[c:1]1:[n:2]:[c:3]:[n:4]:[c:5]:[c:6]-[C:7]=[O:8]:1>>[C:1]1-[N:2]=[C:3]-[N:4]=[C:5]-[C:6]=[C:7]-[O:8]-1_10000001_00000000_00000000,1,307
307,[O:1]-[C:2]>>[O:1].[C:2]-O-C-c1:c:c:c:s:1_10_00_00,1,308
308,[O:4].[O:3].[S:1]-[C:2]>>[S:1].[C:2]-[O:3].C-O-c1:c:c:c(-C-[O:4]):c:c:1_10-1-1_0000_0000,1,309
309,[O:1].[c:2]-[c:3]>>C-C(=O)-[O:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C.C-C1(-C)-O-B(-[c:3])-O-C-1(-C)-C_-100_000_000,1,310
310,[N:4].[O:3].[N:1]-[C:2]>>[N:1].Cl-[C:2].C-O-C-[O:3].C-C(-C)(-C)-O-C(=O)-[N:4]-C(=O)-O-C(-C)(-C)-C_10-1-2_0000_0000,1,311
311,[O:1]-[c:2]>>[O:1].N-C(=O)-C(-C#N)=N-O-C(=O)-O-[c:2]_10_00_00,1,312
312,[O:1].[O:2]-[C:3]-[C:4]-[O:5]>>C-C-[O:1].C-C1(-C)-[O:2]-[C:3]=[C:4]-[O:5]-1_-1-1-1-1-1_00000_00000,1,313
313,[N:3].[N:1]-[C:2]>>[N:1].O=[C:2].C-S(=O)(=O)-[N:3]_1-1-1_000_000,1,314
314,[N:1]-[c:2]>>[N:1].[c:2]-n1:c:c:n:n:1_10_00_00,1,315
315,[N:4].[C:2]-[N:1]-[C:3]>>[N:1].Br-[C:2].Br-[C:3].C-C(=O)-[N:4]_200-1_0000_0000,1,316
316,[C:4]-[c:3]:[c:2]:[n:1]>>C-C(=O)-[N:1]-[C:2]-[C:3]=[C:4]_-110-1_0000_0000,1,317
317,[O:3].[O:4].[N:1]-[C:2]>>[N:1].O-[C:2].C-[Si](-C)(-C)-[O:3].C-C(-C)(-C)-[Si](-C)(-C)-[O:4]_10-1-1_0000_0000,1,318
318,[N:7]-[c:6]1:[n:3]:[c:2]:[n:1]:[c:4]:[c:5]:1-[N:8]>>[N:1]-[C:2]=[N:3].C-C-O-[C:4]-[C:5](-[C:6]#[N:7])-[N:8]-C(-C)=O_101010-2-1_00000000_00000000,1,319
319,[N:4].[c:1]-[S:3]=[O:2]>>I-[c:1].[Na]-[O:2]-[S:3].C-C(-C)(-C)-O-C(=O)-[N:4]_000-1_0000_0000,1,320
320,[O:3].[c:1]-[Sn:2]>>Cl-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[Sn:2].C-C(=O)-[O:3]_00-1_000_000,1,321
321,[O:1]-[C:2]>>[O:1].C-C(-C)-C-C1(-C)-O-C-C(-O-[C:2])-O-1_10_00_00,1,322
322,[c:1]:[c:4]:[c:5]:[c:3]:[n:2]>>[c:1].[N:2].O=[C:3].C-C-C-C-O-[C:4]=[C:5]_12101_00000_00000,1,323
323,[C:1]-[S:2]>>Br-[C:1].O-B(-O)-c1:c:c:c:c:c:1-C-[S:2]_00_00_00,1,324
324,[c:1]-[N:4]=[C:3]=[S:2]>>Cl-[c:1].[Ag]-[S:2]-[C:3]#[N:4]_0000_0000_0000,1,325
325,[c:1]-[C:2]>>Br-[c:1].C-C-[C](=C)-[Zn]-[C:2]_00_00_00,1,326
326,[C:1]=[O:2]>>Cl-[C:1]-Cl.Cl-c1:c:c(-F):c(-[N+](=O)-[O-]):c:c:1-C(=O)-[O:2]_01_00_00,1,327
327,[c:1]:[c:2]:[n:3]:[c:4]:[c:5]:[n:6]>>[C:1]-[C:2]-[N:3]=[C:4]-[C:5]=[N:6]_110000_000000_010000,1,328
328,[C:1]-[O:3]-[c:2]>>[C:1]-[c:2].C-C-C-C-C-C-C-C(=O)-O-[O:3]_001_000_000,1,329
329,[O:3].[O:4].[C:1]-[C:5]-[C:6]-[O:2]>>[C:1].[O:2].C-[O:3].C-[O:4].[C:5]=[C:6]_11-1-100_000000_000000,1,330
330,[Br:1]-[c:2]>>[Br:1]-[K].O-C(=O)-[c:2]_00_00_00,1,331
331,[S:3]-[C:4].[S:5]-[C:6].[S:1]-[C:2]>>[Br:1]-[C:2].[Br:3]-[C:4].[Br:5]-[C:6]_-10-10-10_000000_000000,1,332
332,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].C-C-O-[C:3]-[S]-[K]_110_000_000,1,333
